Individual,one_minus_r2,R2,Fitness,Generation,EvalIndex,Status
"[194.28958403142624, 61.20883846335086, 0.28430883462985485]",0.016286737152354847,0.9837132628476452,0.016286737152354847,7,175,OK
"[198.5786638084439, 61.20883846335086, 0.324643188901346]",0.018123833165179848,0.9818761668348202,0.018123833165179848,7,176,OK
"[197.1683472343991, 103.33515959685572, 0.4177742014515122]",0.023440207759533926,0.9765597922404661,0.023440207759533926,7,177,OK
"[194.5009029001219, 38.0113242026927, 0.31413681720862013]",0.023112759226711965,0.976887240773288,0.023112759226711965,7,178,OK
"[198.5847861044732, 59.45231731371403, 0.3053013662495034]",0.02154955465890329,0.9784504453410967,0.02154955465890329,7,179,OK
"[198.57489545927444, 52.62667001725062, 0.3053013662495034]",0.02388226416280792,0.9761177358371921,0.02388226416280792,7,180,OK
"[198.47519825939324, 60.82567889988598, 0.5108598807982532]",0.022336431580308402,0.9776635684196916,0.022336431580308402,7,181,OK
"[198.7179809295075, 63.09512187056664, 0.22042234199038088]",0.028994460089240448,0.9710055399107596,0.028994460089240448,7,182,OK
"[181.16034830445741, 61.20883846335086, 0.30553596836561614]",0.030399923358879977,0.96960007664112,0.030399923358879977,7,183,OK
"[203.77187612441753, 28.239832928891342, 0.49878791047482396]",0.03684205510324512,0.9631579448967549,0.03684205510324512,7,184,OK
"[200.8339874626181, 87.98300628452881, 0.23182590521488]",0.02485535198276767,0.9751446480172323,0.02485535198276767,7,185,OK
"[199.87303121331084, 25.450845505483485, 0.3189056842613156]",0.04789050708143683,0.9521094929185632,0.04789050708143683,7,186,CACHE
"[209.77286608366128, 100.58072391941072, 0.3364106381737418]",0.055357517153585944,0.944642482846414,0.055357517153585944,7,187,OK
"[212.78079403213738, 61.12471883195063, 0.3234405001214424]",0.06220434643787143,0.9377956535621286,0.06220434643787143,7,188,OK
"[189.0146767416699, 37.66079152025795, 0.5117885018611879]",0.016928981272522847,0.9830710187274772,0.016928981272522847,7,189,OK
"[198.48742751513055, 57.779566854614885, 0.3244851662425268]",0.02153880188560242,0.9784611981143976,0.02153880188560242,7,190,OK
"[215.29820135922216, 61.60160081576431, 0.26321278785744223]",0.07656464138543251,0.9234353586145675,0.07656464138543251,7,191,OK
"[194.39201992270588, 66.07425383013097, 0.05958900219286479]",0.3865241454248741,0.6134758545751259,0.3865241454248741,8,192,OK
"[194.28958403142624, 61.20883846335086, 0.504821744330929]",0.017203798058906705,0.9827962019410933,0.017203798058906705,8,193,OK
"[193.7536541843546, 34.7693936849214, 0.2912755921601488]",0.03030880937186875,0.9696911906281312,0.03030880937186875,8,194,OK
"[198.5786638084439, 61.07705510610954, 0.3244855709270322]",0.018289867329699505,0.9817101326703005,0.018289867329699505,8,195,OK
"[198.48742751513055, 57.9113502118562, 0.32464278421684073]",0.02080846469673092,0.9791915353032691,0.02080846469673092,8,196,OK
"[198.4756078685237, 58.894791602479735, 0.27675385687058945]",0.024570047863330835,0.9754299521366692,0.024570047863330835,8,197,OK
"[198.58437649534272, 60.82567889988598, 0.5108598807982532]",0.022555972373880073,0.9774440276261199,0.022555972373880073,8,198,OK
"[194.7903710854648, 37.626473315015694, 0.31413681720862013]",0.024507621584889727,0.9754923784151103,0.024507621584889727,8,199,OK
"[200.74834152296012, 52.62667001725062, 0.30452047047242775]",0.027024742583821815,0.9729752574161782,0.027024742583821815,8,200,OK
"[198.66054139893242, 87.98300628452881, 0.23260680099195555]",0.020678922864725946,0.979321077135274,0.020678922864725946,8,201,OK
"[198.7179809295075, 63.14799647662835, 0.22372812347548188]",0.027435995647208777,0.9725640043527912,0.027435995647208777,8,202,OK
"[181.16034830445741, 61.15596385728915, 0.3022301868805152]",0.030805252861055843,0.9691947471389442,0.030805252861055843,8,203,OK
"[186.85103159907294, 28.248645210291, 0.502673318957429]",0.021552421670796074,0.9784475783292039,0.021552421670796074,8,204,OK
"[198.8580363291936, 36.46560576811047, 0.2801132256388401]",0.03616852625463318,0.9638314737453668,0.03616852625463318,8,205,OK
"[206.12509824083185, 86.13383048969835, 0.31731973369502897]",0.03798354681652816,0.9620164531834718,0.03798354681652816,8,206,OK
"[198.34909406060925, 25.450845505483485, 0.496941968223482]",0.026470151669904296,0.9735298483300957,0.026470151669904296,8,207,OK
"[209.77286608366128, 60.371515454987616, 0.30383368193728827]",0.051264126184566106,0.9487358738154339,0.051264126184566106,8,208,OK
"[194.38082032473957, 101.41804692934433, 0.3378783224859569]",0.019614643011924504,0.9803853569880755,0.019614643011924504,8,209,OK
"[168.62917100093694, 55.73082638311638, 0.14347007901807224]",0.1358648848180226,0.8641351151819774,0.1358648848180226,9,210,OK
"[190.47556482335753, 39.01583347126725, 0.5011887310734751]",0.016671913818514406,0.9833280861814856,0.016671913818514406,9,211,OK
"[192.4973730763349, 59.853796537375025, 0.504821744330929]",0.016384007129779832,0.9836159928702202,0.016384007129779832,9,212,OK
"[198.5786638084439, 59.054655955228824, 0.28331694972724314]",0.02151541261210521,0.9784845873878948,0.02151541261210521,9,213,OK
"[194.38082032473957, 87.48697455383174, 0.3378783224859569]",0.016586856663741933,0.9834131433362581,0.016586856663741933,9,214,OK
"[198.66054139893242, 101.91407866004138, 0.23260680099195555]",0.02123218212386979,0.9787678178761302,0.02123218212386979,9,215,OK
